,ee_pos_x,ee_pos_y,ee_pos_z,ee_quat_a,ee_quat_b,ee_quat_c,ee_quat_d,ee_wrench_desired_x,ee_wrench_desired_y,ee_wrench_desired_z,ee_wrench_desired_torque_x,ee_wrench_desired_torque_y,ee_wrench_desired_torque_z
0.0,0.542537271976471,0.04674364998936653,0.37404346466064453,0.9414592981338501,-0.33629393577575684,0.021682564169168472,0.00952090322971344,-1.919981837272644,2.0287280082702637,7.6622090339660645,-1.7728747129440308,0.9191527366638184,-0.5239193439483643
0.00014843402107763098,0.54253751039505,0.04674641415476799,0.3740423917770386,0.9414604306221008,-0.33629080653190613,0.021682634949684143,0.009521530009806156,-1.909104585647583,2.018059492111206,7.667116641998291,-1.773101568222046,0.9188819527626038,-0.527319610118866
0.00029686804215526197,0.5425359606742859,0.046747464686632156,0.3740386664867401,0.9414604902267456,-0.33629080653190613,0.021677810698747635,0.009525484405457973,-1.8924880027770996,2.030183792114258,7.652780532836914,-1.7757195234298706,0.9207223057746887,-0.5273025035858154
0.00044530206323289295,0.5425366163253784,0.04674467444419861,0.3740409016609192,0.9414590001106262,-0.336294949054718,0.021680079400539398,0.009522433392703533,-1.8847848176956177,2.0367507934570312,7.659053802490234,-1.7763371467590332,0.9208015203475952,-0.527980625629425
0.0005937360843105239,0.5425370931625366,0.04674491286277771,0.3740417957305908,0.9414595365524292,-0.33629336953163147,0.02168118953704834,0.009522557258605957,-1.8863630294799805,2.0327351093292236,7.65695333480835,-1.7751939296722412,0.919753909111023,-0.5259177684783936
0.0007421701053881549,0.542537271976471,0.046745866537094116,0.37404316663742065,0.9414593577384949,-0.3362938463687897,0.02168111875653267,0.009521642699837685,-1.8910143375396729,2.044935703277588,7.658045291900635,-1.7746013402938843,0.9190614223480225,-0.5246338844299316
0.0008906041264657859,0.5425364971160889,0.04674692824482918,0.37404096126556396,0.9414597749710083,-0.33629271388053894,0.021680505946278572,0.00952245481312275,-1.8925926685333252,2.0374808311462402,7.660048484802246,-1.7743960618972778,0.9192692041397095,-0.524433970451355
0.0010390381475434169,0.5425366163253784,0.04674708470702171,0.37404221296310425,0.9414599537849426,-0.33629223704338074,0.02168082632124424,0.009521790780127048,-1.9216991662979126,2.0452961921691895,7.653317451477051,-1.7746671438217163,0.9177712798118591,-0.5256937742233276
0.0011874721686210479,0.5425354242324829,0.0467485748231411,0.3740377426147461,0.9414602518081665,-0.3362913727760315,0.021677574142813683,0.009525229223072529,-1.9127144813537598,2.044574022293091,7.655797958374023,-1.7749251127243042,0.9176434874534607,-0.5277727842330933
0.0013359061896986788,0.5425369143486023,0.04674895107746124,0.37404191493988037,0.9414604306221008,-0.33629071712493896,0.02168135717511177,0.00952276773750782,-1.899601936340332,2.0551557540893555,7.6750688552856445,-1.7743356227874756,0.9177958965301514,-0.5254868865013123
0.0014843402107763098,0.5425356030464172,0.04674912989139557,0.3740408420562744,0.9414612054824829,-0.33628877997398376,0.021678578108549118,0.009522916749119759,-1.8939753770828247,2.0632388591766357,7.68193244934082,-1.7734013795852661,0.9190322756767273,-0.5239408612251282
0.0016327742318539408,0.5425366759300232,0.04674920812249184,0.3740432560443878,0.9414606094360352,-0.33629027009010315,0.02168174460530281,0.00952093955129385,-1.8911945819854736,2.0610969066619873,7.681957721710205,-1.772726058959961,0.9192058444023132,-0.5239975452423096
0.0017812082529315718,0.5425367951393127,0.046747494488954544,0.37404167652130127,0.9414600133895874,-0.33629196882247925,0.02168058417737484,0.009522952139377594,-1.8927143812179565,2.0586414337158203,7.680886268615723,-1.7733592987060547,0.9195488095283508,-0.5245106220245361
0.0019296422740092028,0.5425379276275635,0.046747688204050064,0.37404435873031616,0.941460371017456,-0.3362909257411957,0.021682990714907646,0.009520708583295345,-1.8946115970611572,2.0565197467803955,7.667325019836426,-1.7734147310256958,0.9202486872673035,-0.5251631140708923
0.0020780762950868338,0.5425366759300232,0.04674740135669708,0.37404119968414307,0.941460371017456,-0.33629104495048523,0.021680492907762527,0.00952179916203022,-1.897520899772644,2.0600225925445557,7.661323070526123,-1.7739791870117188,0.9203292727470398,-0.5254887938499451
0.0022265103161644645,0.5425366163253784,0.0467493049800396,0.3740423023700714,0.941460907459259,-0.3362894058227539,0.021681448444724083,0.009521640837192535,-1.9058107137680054,2.0646464824676514,7.653257846832275,-1.7738151550292969,0.9192247986793518,-0.5253117084503174
0.0023749443372420957,0.5425363779067993,0.04674737527966499,0.37404072284698486,0.9414599537849426,-0.33629220724105835,0.02167975716292858,0.009521852247416973,-1.9029232263565063,2.077409029006958,7.657582759857178,-1.7740124464035034,0.9192514419555664,-0.5233011245727539
0.002523378358319727,0.5425358414649963,0.046747393906116486,0.37404072284698486,0.9414606094360352,-0.3362903594970703,0.021679630503058434,0.009521988220512867,-1.9143328666687012,2.0823004245758057,7.6610260009765625,-1.7741632461547852,0.9184712171554565,-0.5213735699653625
0.0026718123793973577,0.5425359010696411,0.046747367829084396,0.374040812253952,0.941460132598877,-0.33629167079925537,0.021680181846022606,0.009522277861833572,-1.9077365398406982,2.074418067932129,7.680003643035889,-1.7734121084213257,0.9182875752449036,-0.5211937427520752
0.0028202464004749885,0.5425357222557068,0.04674822837114334,0.3740404546260834,0.9414605498313904,-0.33629050850868225,0.02167959325015545,0.009523211978375912,-1.9042598009109497,2.057504653930664,7.687077522277832,-1.7733293771743774,0.9181954860687256,-0.5237241983413696
0.0029686804215526197,0.5425363183021545,0.04674549400806427,0.3740410804748535,0.9414595365524292,-0.33629342913627625,0.02167961187660694,0.00952228344976902,-1.9042335748672485,2.0730202198028564,7.6869354248046875,-1.7731640338897705,0.9173069596290588,-0.5251778364181519
0.003117114442630251,0.5425363183021545,0.04674546420574188,0.37404128909111023,0.9414593577384949,-0.33629390597343445,0.021679826080799103,0.009522279724478722,-1.8973060846328735,2.0706887245178223,7.6896748542785645,-1.7734861373901367,0.918167769908905,-0.5250622034072876
0.0032655484637078816,0.5425366163253784,0.04674456641077995,0.3740415871143341,0.9414587616920471,-0.33629554510116577,0.02168099954724312,0.00952203944325447,-1.910760521888733,2.0644893646240234,7.683016300201416,-1.7730523347854614,0.9166017174720764,-0.5242111682891846
0.0034139824847855124,0.5425369739532471,0.04674461483955383,0.3740420937538147,0.9414587020874023,-0.3362956941127777,0.021681437268853188,0.00952223502099514,-1.897397518157959,2.06136417388916,7.671242713928223,-1.7730188369750977,0.9185546636581421,-0.5235113501548767
0.0035624165058631436,0.5425364375114441,0.046746645122766495,0.3740421533584595,0.9414596557617188,-0.3362930417060852,0.021681101992726326,0.009521585889160633,-1.8964431285858154,2.05279803276062,7.684011459350586,-1.772966980934143,0.9176079630851746,-0.5249536633491516
0.0037108505269407748,0.542536735534668,0.04674616828560829,0.37404271960258484,0.9414594173431396,-0.33629369735717773,0.021681737154722214,0.009520824998617172,-1.9074333906173706,2.065098285675049,7.672920227050781,-1.7738840579986572,0.9181255102157593,-0.5249522924423218
0.0038592845480184055,0.5425364971160889,0.046746376901865005,0.37404191493988037,0.941459596157074,-0.3362932503223419,0.021680321544408798,0.009522569365799427,-1.8860831260681152,2.058699607849121,7.66445255279541,-1.7749229669570923,0.919425368309021,-0.5257084369659424
0.004007718569096036,0.5425369143486023,0.04674439877271652,0.37404486536979675,0.9414584040641785,-0.33629652857780457,0.02168240211904049,0.009519631043076515,-1.9091947078704834,2.009216547012329,7.665070056915283,-1.7743463516235352,0.9178162217140198,-0.5289802551269531
